 ,Area,Mean,Min,Max,Length,Length (mm),,,,,
36,110,119.681,63.855,255,109.637,0.167392655,,,,,
37,63,117.106,70.394,255,62.08,0.094783112,,,,,
38,180,133.818,42.704,255,179.682,0.274336648,,,,,
39,272,137.139,90.928,162.239,271.473,0.414482212,,,,,
40,86,111.214,41.827,152.799,85.742,0.130910013,,,,,
41,198,121.41,61.514,168.443,197.657,0.301780695,,,,,
42,156,131.084,58.89,160.683,155.893,0.238015845,,,,,
43,185,134.705,69.683,255,184.854,0.282233205,,,,,
44,17,107.69,84.377,134.622,16.279,0.024854611,,,,,
45,354,136.666,49.893,255,353.831,0.540225568,,,,,
46,67,129.762,88.333,165.506,66.927,0.102183462,,,,,
47,114,112.493,52.333,150.193,114.186,0.174338022,,,,,
48,92,132.827,81.967,157.295,92.091,0.140603601,,,,,
49,41,107.312,90.164,125.457,40.417,0.061708264,,,,,
50,38,90.7,41,133.597,38.105,0.058178326,,,,,
51,32,117.182,44.954,255,31.031,0.047377815,,,,,
52,73,153.019,67.295,255,72.649,0.110919753,,,,,
53,370,120.291,42.89,255,369.565,0.564248079,,,,,
54,44,141.883,52.648,255,43.472,0.066372607,,,,,
55,93,98.263,44.243,134.547,92.624,0.14141738,,,,,
56,199,120.119,53.436,255,199.245,0.304205237,,,,,
57,64,119.623,75.747,156.04,64.2,0.098019906,,,,,
58,47,88.42,36.642,255,46.728,0.071343835,,,,,
59,57,140.908,60.624,255,56.908,0.086886555,,,,,
60,73,164.89,65.636,255,72.631,0.110892271,,,,,
61,82,130.912,67.092,255,81.925,0.125082256,,,,,
62,107,133.286,63.217,255,106.347,0.162369517,,,,,
63,88,100.28,43.948,255,87.987,0.134337656,,,,,
64,82,86.353,35,216.779,81.993,0.125186078,,,,,
65,255,140.259,89.362,255,254.98,0.389300868,,,,,
66,79,127.663,60.524,255,78.603,0.12001026,,,,,
67,39,134.327,65.421,157.447,38.33,0.058521854,,,,,
68,45,106.68,51.37,148.252,44.341,0.067699387,,,,,
69,71,99.574,47.916,158.907,70.578,0.107757772,,,,,
70,206,125.274,41.634,255,205.216,0.313321699,,,,,
71,74,126.459,61.427,172.252,73.695,0.112516776,,,,,
72,269,170.952,85.667,255,268.207,0.409495717,,,,,
73,346,138.715,67.028,255,346.405,0.528887627,,,,,
74,268,114.221,71.325,255,268.129,0.409376627,,,,,
75,275,138.782,48.09,255,274.944,0.4197817,,,,,
76,128,104.089,64.538,145.18,128.674,0.196458153,,,,,
77,19,47.466,36.321,73.422,18.431,0.028140263,,,,,
78,105,116.958,55.645,144.224,104.045,0.158854847,,,,,
79,89,86.941,50.924,145.828,89.445,0.136563715,,,,,
80,260,160.451,92.719,239.952,259.657,0.396441664,,,,,
81,342,147.906,56.564,255,341.192,0.520928471,,,,,
82,251,124.792,51.288,255,251.037,0.383280735,,,,,
83,178,147.832,79.102,255,177.721,0.271342613,,,,,
84,71,119.033,66.136,255,70.928,0.108292148,,,,,
85,93,113.724,45.766,255,92.758,0.14162197,,,,,
86,28,63.355,46.348,87.998,27.061,0.041316459,,,,,
87,76,87.255,39.544,159.014,75.174,0.114774898,,,,,
88,195,118.876,34.667,255,194.93,0.297617139,,,,,
89,20,59.116,25.27,83.737,19.026,0.029048703,,,,,
90,167,147.441,80.596,179.483,168.353,0.257039646,,,,,
91,58,115.763,63.444,134.769,57.259,0.087422458,,,,,
92,46,77.328,52.074,103.344,45.225,0.069049069,,,,,
93,136,120.288,33.182,157.585,135.297,0.206570082,,,,,
94,272,162.926,101.935,255,271.965,0.415233393,,,,,
95,178,139.127,71.68,255,177.357,0.270786862,,,,,
96,87,169.405,87.667,255,87.976,0.134320861,,,,,
97,62,132.462,50.747,255,61.545,0.093966279,,,,,
98,71,143.949,59.393,255,70.807,0.108107407,,,,,
99,89,102.335,59.933,255,88.089,0.134493388,,,,,
100,100,114.636,35.425,255,99.34,0.1516713,,,,,
101,93,149.453,34.872,255,92.954,0.141921221,,,,,
102,96,115.52,38.411,255,95.876,0.146382501,,,,,
103,46,109.389,69.883,131.265,45.891,0.070065912,,,,,
104,150,129.23,57.412,255,149.323,0.227984836,,,,,
105,279,137.24,64.909,255,278.794,0.42565984,,,,,
106,80,112.544,47.835,255,79.16,0.120860682,,,,,
107,33,65.693,39.556,99.953,33.21,0.05070469,,,,,
108,160,124.582,72.437,163.836,159.616,0.243700084,,,,,
109,62,77.668,32.601,147.273,61.333,0.0936426,,,,,
110,62,90.156,31.056,255,61.315,0.093615118,,,,,
111,144,92.353,22.18,156.368,143.542,0.219158464,,,,,
112,52,93.316,50.026,126.865,52.043,0.079458722,,,,,
113,61,162.282,73.667,255,60.731,0.092723472,,,,,
114,52,126.57,86.927,255,51.426,0.078516693,,,,,
115,50,120.104,75.667,152.608,49.727,0.075922677,,,,,
116,127,184.111,100.71,255,126.083,0.192502241,,,,,
117,397,137.38,34.942,255,396.289,0.60505001,,,,,
118,47,108.218,37,255,46.875,0.071568273,,,,,
119,63,98.535,42.467,148,62.283,0.09509305,,,,,
120,86,147.209,39.73,255,85.491,0.130526788,,,,,
121,175,153.266,95.994,255,175.126,0.267380594,,,,,
122,68,170.606,70.945,255,68.036,0.103876672,,,,,
123,375,128.114,67.344,255,374.557,0.571869814,,,,,
124,400,135.465,34.836,255,399.881,0.610534239,,,,,
125,58,124.712,79.62,255,57.519,0.087819424,,,,,
126,122,147.354,87.214,255,122.051,0.186346224,,,,,
127,53,107.588,30.243,255,52.641,0.080371743,,,,,
128,13,64.569,45.905,83.333,12.728,0.019432981,,,,,
129,13,80.084,66.065,102,12.369,0.018884863,,,,,
130,93,112.967,49.997,148.48,92.665,0.141479978,,,,,
131,196,128.598,61.667,168.003,195.893,0.299087438,,,,,
132,464,156.187,53.692,255,466.498,0.712244396,,,,,
133,170,131.125,54.929,255,169.328,0.258528266,,,,,
134,229,128.564,40.331,255,228.672,0.349134081,,,,,
135,446,165.195,45.2,255,448.602,0.684920966,,,,,
136,238,149.777,53.223,255,237.095,0.361994232,,,,,
137,67,103.957,47.451,139.309,66.175,0.101035316,,,,,
138,127,145.21,39.333,178.236,126.555,0.193222885,,,,,
139,25,133.723,96.445,158.844,24.597,0.037554449,,,,,
140,68,157.459,71.531,227.307,67.379,0.102873571,,,,,
141,288,145.635,60.795,255,287.699,0.439255904,,,,,
142,34,87.979,32.171,130.088,33.641,0.051362736,,,,,
143,11,78.08,45.42,117.667,10.198,0.015570203,,,,,
144,51,92.367,62.579,131.283,50.906,0.077722762,,,,,
145,73,126.119,68.209,255,72.652,0.110924334,,,,,
146,66,91.545,65.291,125.28,65.172,0.099503946,,,,,
147,163,129.359,39.269,255,162.102,0.247495683,,,,,
148,31,97.947,42.641,143.633,30.627,0.046760992,,,,,
149,56,90.026,40.301,121.527,55.961,0.085440685,,,,,
150,42,115.659,80.314,155.464,41.912,0.063990815,,,,,
151,25,106.103,74,149.123,24.352,0.037180386,,,,,
152,49,101.427,58.125,255,48.311,0.073760743,,,,,
153,18,88.398,67.405,114.954,17.029,0.025999704,,,,,
154,33,101.204,68.137,117.765,32.826,0.050118403,,,,,
155,79,154.371,51.271,255,78.332,0.1195965,,,,,
156,44,155.219,78.113,255,43.858,0.066961948,,,,,
157,17,114.076,103.96,145.333,16.643,0.025410363,,,,,
158,16,104.725,86.631,112.96,15.811,0.024140074,,,,,
159,36,123.221,63.672,255,35.534,0.054252949,,,,,
160,51,106.593,36.774,255,51.151,0.078096826,,,,,
161,34,97.783,71.103,117.867,33.774,0.051565799,,,,,
162,59,142.833,84.468,255,58.498,0.089314151,,,,,
163,79,136.615,68,255,78.765,0.1202576,,,,,
164,45,84.481,43.362,255,45.053,0.068786462,,,,,
165,28,137.747,62.093,255,27.659,0.04222948,,,,,
166,123,145.305,80.149,167.62,122.672,0.18729436,,,,,
167,85,87.084,26.097,255,84.298,0.128705328,,,,,
168,53,110.941,46.511,179.946,52.881,0.080738172,,,,,
169,20,76.894,58.992,87.787,19.99,0.030520528,,,,,
170,27,144.853,62.189,255,26.437,0.040363742,,,,,
171,66,128.259,73.595,255,65.551,0.100082599,,,,,
172,23,44.07,32.293,51.489,22.136,0.033797019,,,,,
173,141,109.918,35.281,255,140.132,0.213952111,,,,,
174,96,119.65,78.887,255,95.46,0.145747356,,,,,
175,71,97.627,64.342,130.192,70.562,0.107733343,,,,,
176,64,92.316,41.833,151,64.439,0.098384809,,,,,
177,98,111.873,79.261,131.29,97.963,0.149568911,,,,,
178,51,100.225,25.097,255,50.051,0.076417357,,,,,
179,41,68.389,40.333,110.252,40.822,0.062326614,,,,,
180,25,75.953,42.901,112.069,24.32,0.037131528,,,,,
181,57,97.743,33.436,255,56.333,0.086008651,,,,,
182,38,99.453,46.808,125.782,37.435,0.057155377,,,,,
183,27,100.66,61.371,139.791,26.653,0.040693529,,,,,
184,11,68.468,46,81.473,10.77,0.016443526,,,,,
185,33,105.89,46.197,255,32.177,0.049127516,,,,,
186,12,73.503,57.174,80.409,11.314,0.0172741,,,,,
187,11,91.788,73.333,103,10,0.015267898,,,,,
188,15,90.371,69.81,111.068,14.765,0.022543052,,,,,
189,68,118.982,54.328,154.468,68.007,0.103832395,,,,,
190,89,97.881,47.461,168.785,88.668,0.1353774,,,,,
191,34,61.613,32.256,76.408,33.846,0.051675728,,,,,
192,13,77.165,56.4,108.564,12.806,0.01955207,,,,,
193,64,122.581,58.024,161.825,64.149,0.09794204,,,,,
194,17,63.875,47.596,76.766,16.279,0.024854611,,,,,
195,49,98.135,42.216,131.23,48.212,0.073609591,,,,,
196,65,127.901,80.558,167.984,64.074,0.097827531,,,,,
197,119,158.514,32.963,255,118.123,0.180348994,,,,,
198,50,160.94,76.333,255,50,0.076339491,,,,,
