 ,Area,Mean,Min,Max,Length,length (mm),,,,
96,15,98.63,81.423,117.552,14.036,0.020689706,,,,
97,12,87.163,63.146,121.667,11.402,0.01680707,,,,
98,15,80.348,49.626,105.333,14.866,0.021913164,,,,
99,25,91.408,69.065,101.041,26.847,0.039573706,,,,
100,10,108.041,86.041,127.667,9.849,0.014517876,,,,
101,14,118.41,93.033,135.621,13.601,0.020048496,,,,
102,11,87.464,62.581,115.465,10.44,0.015389038,,,,
103,8,81.767,48.785,126.333,7.28,0.010731053,,,,
104,10,212.195,82.632,255,9.688,0.014280555,,,,
105,14,107.112,83.825,132,13.195,0.019450034,,,,
106,12,92.797,59.916,110.605,11.402,0.01680707,,,,
107,21,97.396,85.04,140,20,0.029480915,,,,
