OP9     ,13,c                                     ,25,12:44:25,3685,15.7,0.0598,-42,2,3.22,2.3,1,4.46,28.03,27.12,27.96,399.74,392.16,3.001,3.92,7.65,9.99,499.7,399,0,96.92,0.428,0.0224,0.7,111115,
OP9     ,13,c                                     ,26,12:46:14,3794,13.1,0.0471,-63,1.61,3.28,2.3,1,4.46,28.06,27.31,28,399.76,393.46,3.01,3.749,7.66,9.54,499.7,400,0,96.92,0.428,0.0224,1,111115,
RE5     ,10,b                                     ,27,12:49:04,3963.5,4.8,0.0924,296,2.98,3.13,2.3,1,4.46,28.09,26.89,28.04,401.34,398.58,3.03,4.398,7.7,11.17,499.7,401,0,96.92,0.428,0.0224,0.7,111115,
FR1     ,10,b                                     ,28,12:51:06,4086,4.99,0.029,106,1.02,3.35,2.3,1,4.46,28.08,27.52,28.02,400.01,397.53,3.023,3.489,7.68,8.87,499.7,400,0,96.92,0.428,0.0224,0.7,111115,
OP7     ,10,b                                     ,29,12:54:41,4300,15.9,0.0781,49.3,2.6,3.22,2.3,1,4.46,28.07,27.21,28.01,399.43,391.64,3.01,4.202,7.66,10.69,499.7,399,0,96.93,-3.38,0.241,0.7,111115,
FR6     ,10,b                                     ,30,12:56:32,4411.5,17.5,0.0695,-27.8,2.32,3.22,2.3,1,4.46,28.03,27.15,27.97,399.62,391.14,2.997,4.059,7.64,10.35,499.7,399,0,96.93,-3.38,0.241,0.7,111115,
CE7b    ,9,b                                     ,31,12:58:30,4530,18.6,0.0547,-166,1.86,3.26,2.3,1,4.46,28.03,27.26,27.97,400.3,391.39,2.988,3.838,7.62,9.79,499.7,399,0,96.94,-3.38,0.241,0.7,111115,
PI3     ,9,b                                     ,32,13:01:04,4683,17.9,0.0579,-115,1.99,3.3,2.3,1,4.46,28.06,27.46,27.99,400.48,391.9,2.986,3.898,7.6,9.92,499.7,399,0,96.93,-3.38,0.241,0.7,111115,
CE4     ,9,b                                     ,33,13:03:11,4811,22.7,0.0712,-135,2.38,3.23,2.3,1,4.46,28.09,27.22,28.02,398.83,387.97,2.986,4.079,7.59,10.36,499.6,401,0,96.92,-3.38,0.241,0.7,111115,
CE5     ,9,b                                     ,34,13:04:54,4913,19.9,0.0618,-140,2.11,3.29,2.3,1,4.46,28.13,27.43,28.05,398.8,389.24,2.992,3.961,7.59,10.04,499.6,399,0,96.92,-3.38,0.241,0.7,111115,
FR8     ,9,b                                     ,35,13:06:59,5039,15.8,0.119,160,3.81,3.12,2.3,1,4.46,28.14,26.99,28.07,398.71,390.77,2.996,4.743,7.59,12.01,499.6,399,0,96.92,-3.38,0.241,0.7,111115,
CE9     ,9,b                                     ,36,13:09:54,5213.5,21.3,0.0639,-156,2.19,3.29,2.3,1,4.46,28.2,27.47,28.13,400.38,390.19,3.005,4.007,7.59,10.12,499.7,400,0,96.92,-3.38,0.241,0.7,111115,
PI4     ,9,b                                     ,37,13:11:59,5338,17.6,0.0871,51.5,2.91,3.23,2.3,1,4.46,28.22,27.33,28.15,400.41,391.79,3.019,4.352,7.61,10.97,499.7,399,0,96.91,-3.38,0.241,1,111115,
PI5     ,9,b                                     ,38,13:14:14,5473,18,0.0569,-128,1.97,3.33,2.3,1,4.46,28.22,27.62,28.15,400.23,391.58,3.021,3.925,7.62,9.89,499.6,399,0,96.92,-3.38,0.241,0.7,111115,
CE7a    ,11,c                                     ,39,13:17:09,5647.5,24.6,0.0929,-52.1,3.06,3.19,2.3,1,4.46,28.16,27.16,28.1,399.54,387.68,3.004,4.404,7.6,11.15,499.7,400,0,96.93,-3.38,0.241,0.7,111115,
PI13    ,11,c                                     ,40,13:19:21,5779.5,17.8,0.0564,-128,1.93,3.29,2.3,1,4.46,28.14,27.42,28.08,399.59,391.04,2.996,3.882,7.59,9.83,499.7,399,0,96.9,-3.38,0.241,0.7,111115,
PI25    ,11,c                                     ,41,13:21:01,5879.5,10.7,0.0489,28.3,1.69,3.31,2.3,1,4.46,28.12,27.45,28.06,399.55,394.3,2.988,3.762,7.57,9.54,499.6,400,0,96.88,-3.38,0.241,0.7,111115,
PI15    ,11,c                                     ,42,13:23:04,6002.5,18.6,0.0696,-52.1,2.35,3.25,2.3,1,4.46,28.1,27.3,28.04,399.46,390.47,2.976,4.052,7.56,10.29,499.7,399,0,96.92,-3.38,0.241,0.7,111115,
PI10    ,12,c                                     ,43,13:25:18,6137,18.8,0.0646,-89.4,2.21,3.29,2.3,1,4.46,28.09,27.47,28.02,399.53,390.48,2.966,3.979,7.54,10.11,499.6,399,0,96.94,-3.38,0.241,0.7,111115,
RE5     ,12,c                                     ,44,13:27:48,6287.5,6.62,0.0478,157,1.67,3.34,2.3,1,4.46,28.11,27.59,28.03,399.63,396.28,2.963,3.727,7.52,9.46,499.7,400,0,96.91,-3.38,0.241,0.7,111115,
PI3     ,11,c                                     ,45,13:30:35,6454.5,21.2,0.0591,-194,2.05,3.33,2.3,1,4.46,28.15,27.59,28.07,400.37,390.27,2.967,3.905,7.51,9.88,499.7,401,0,96.91,-3.38,0.241,0.7,111115,
CE10    ,11,c                                     ,46,13:32:57,6596,18.7,0.0542,-172,1.88,3.33,2.3,1,4.46,28.21,27.59,28.13,400.37,391.43,2.972,3.835,7.5,9.67,499.6,401,0,96.94,-3.38,0.241,0.7,111115,
OP4     ,11,c                                     ,47,13:35:03,6722.5,13.2,0.0385,-166,1.36,3.39,2.3,1,4.46,28.26,27.73,28.18,400.52,394.19,2.985,3.609,7.51,9.08,499.6,399,0,96.89,-3.38,0.241,0.7,111115,
PI4     ,11,c                                     ,48,13:37:16,6855.5,22.4,0.0757,-97.9,2.58,3.29,2.3,1,4.46,28.29,27.53,28.22,400.28,389.53,2.998,4.18,7.53,10.5,499.7,399,0,96.91,-3.38,0.241,0.7,111115,
CE6     ,11,c                                     ,49,13:39:18,6977,16.7,0.0484,-172,1.7,3.37,2.3,1,4.46,28.32,27.72,28.24,400.39,392.38,3.008,3.787,7.54,9.5,499.7,401,0,96.91,-3.38,0.241,0.7,111115,
CE8     ,11,c                                     ,50,13:41:22,7101,15.3,0.0344,-323,1.23,3.41,2.3,1,4.46,28.35,27.84,28.27,400.44,393.19,3.008,3.572,7.52,8.93,499.7,400,0,96.86,-3.38,0.241,0.7,111115,
