 ,Area,Mean,Min,Max,Length,Length (mm),,,,
39,89,85.606,49.845,133.233,88.737,0.134973944,,,,
40,19,73.568,42.773,136.08,18.811,0.028612584,,,,
41,261,134.915,68.58,159.576,260.607,0.396397835,,,,
42,73,87.047,58.022,110.597,72.984,0.111012749,,,,
43,17,95.126,56.046,150.147,16.031,0.024384048,,,,
44,312,134.784,58.235,168.783,311.777,0.47423027,,,,
45,213,127.42,45.709,255,212.691,0.323514917,,,,
46,77,100.861,61.318,128.257,76.173,0.115863397,,,,
47,185,111.455,50.488,137.067,185.174,0.28166002,,,,
48,53,98.636,47.672,255,52.106,0.079256143,,,,
49,116,115.04,85.323,136.202,115.892,0.176278219,,,,
50,123,107.783,60.643,135.079,122.07,0.185675303,,,,
51,53,82.418,45.266,109.707,52.89,0.080448651,,,,
52,135,89.315,36.32,118.087,134.475,0.204544003,,,,
53,18,77.556,43.333,140.667,17,0.025857952,,,,
54,64,105.838,65.234,133.715,63.388,0.096416696,,,,
55,121,107.452,61.502,133.17,121.057,0.184134474,,,,
56,69,80.139,45.658,106.748,68.945,0.104869204,,,,
57,69,93.573,51.791,125.028,68.336,0.103942881,,,,
58,70,104.346,40.92,255,69.697,0.106013038,,,,
59,53,88.189,39.43,255,52.087,0.079227243,,,,
60,180,106.211,56.395,141.141,179.315,0.272748153,,,,
61,151,117.896,50.557,255,150.998,0.229676411,,,,
62,122,132.116,46.54,255,121.656,0.185045586,,,,
63,128,117.335,57.667,255,127.481,0.193905737,,,,
64,130,92.225,56.036,113.131,129.218,0.196547811,,,,
65,168,104.195,62.351,255,167.354,0.254554802,,,,
66,73,113.321,62.765,255,72.921,0.110916923,,,,
67,84,79.355,47.033,129.333,83.915,0.127639412,,,,
68,51,85.779,67.22,102.522,50.231,0.076404163,,,,
69,70,100.571,54.72,255,69.131,0.105152121,,,,
70,94,88.304,44.726,126.196,93.334,0.141966239,,,,
71,59,80.807,40.941,121.4,59.221,0.090078456,,,,
72,100,98.959,48.537,255,99.598,0.151494133,,,,
73,94,82.686,52.24,121.393,95.803,0.145721726,,,,
74,87,117.218,72.667,135.907,86.632,0.131772121,,,,
75,21,87.036,66.907,152.667,20,0.03042112,,,,
76,24,79.53,62.926,103.338,23.324,0.03547711,,,,
77,514,141.819,80.168,174.724,513.387,0.780890365,,,,
78,170,104.374,45.636,135.742,169.427,0.257707951,,,,
79,363,157.252,92.21,255,363.051,0.552220894,,,,
80,249,120.297,49.808,255,248.731,0.378333774,,,,
81,85,91.16,66.92,133.271,84.515,0.128552046,,,,
82,28,115.102,56.209,255,27.438,0.041734734,,,,
83,48,91.916,55.763,127.493,47.857,0.072793176,,,,
84,162,126.418,88.621,203.761,161.926,0.24629851,,,,
85,160,125.419,74.843,154.525,159.869,0.243169698,,,,
86,79,98.537,69,126.508,78.154,0.118876609,,,,
87,111,128.37,88.572,149.805,110.758,0.168469118,,,,
88,180,132.933,75.691,255,179.503,0.273034111,,,,
89,145,125.264,52.653,255,144.334,0.219540094,,,,
90,70,100.263,60.537,138.153,69.346,0.105479148,,,,
91,72,97.254,60.384,133.227,72.037,0.109572309,,,,
92,345,106.242,60.198,146.034,344.135,0.523448599,,,,
93,375,135.224,66.906,158.937,375.026,0.570435539,,,,
94,123,95.405,41.416,140.401,122.954,0.187019917,,,,
95,101,70.751,41.783,95.921,100.339,0.152621236,,,,
96,157,98.077,52.06,150.04,156.151,0.237514412,,,,
97,320,138.283,88.095,164.475,319.527,0.486018453,,,,
98,285,153.851,94.28,255,284.896,0.433342764,,,,
99,157,136.667,65.716,255,156.709,0.238363161,,,,
100,166,155.94,84.667,255,165.12,0.251156763,,,,
101,88,123.811,61.444,255,88.173,0.134116069,,,,
102,137,106.441,49.971,132.006,136.255,0.207251482,,,,
103,75,123.281,79.623,156.037,74.73,0.113668513,,,,
104,27,98.708,81.466,118.322,26.469,0.040260831,,,,
105,61,90.073,54.755,123.686,60.231,0.091614723,,,,
106,64,95.565,56.777,129.647,63.654,0.096821297,,,,
107,128,139.521,97.283,255,129.942,0.197649056,,,,
108,188,123.255,62.333,156.064,187.182,0.2847143,,,,
109,210,140.877,79.164,255,209.71,0.318980649,,,,
110,247,119.219,67.433,171.219,246.945,0.375617168,,,,
111,94,109.428,62.333,136.285,94.279,0.143403637,,,,
112,167,110.445,59.309,144.852,166.953,0.253944859,,,,
113,245,138.294,68.945,255,244.976,0.372622209,,,,
114,91,118.08,63.442,147.772,90.657,0.137894372,,,,
115,68,95.415,70.869,130.753,68.025,0.103469833,,,,
116,340,125.627,52.487,255,340.352,0.517694444,,,,
117,78,117.989,71.734,255,77.947,0.11856175,,,,
118,85,85.334,53.241,105.498,85.214,0.129615264,,,,
119,102,118.299,68.213,255,101.405,0.154242681,,,,
120,113,99.89,42.353,135.456,112.198,0.170659439,,,,
121,47,98.318,63.667,255,46.492,0.070716935,,,,
122,50,69.702,40.374,90.022,49.077,0.074648864,,,,
123,18,83.297,60.051,118.677,17.692,0.026910522,,,,
124,109,111.762,64.021,133.199,108.639,0.165246,,,,
125,17,76.757,63.362,103.064,16.155,0.024572659,,,,
126,291,128.623,69.472,151.12,291.012,0.442645542,,,,
127,107,99.63,58.771,137.151,106.81,0.162463989,,,,
128,82,79.438,38.603,107.12,82.32,0.125213328,,,,
129,41,75.681,51.718,145.313,40.866,0.062159474,,,,
130,155,111.661,55.523,140.1,155.279,0.236188051,,,,
131,65,90.12,67.427,119.509,65.142,0.099084629,,,,
132,25,71.609,39.957,95.762,24.331,0.037008813,,,,
133,123,84.143,46.28,125.451,122.866,0.186886064,,,,
134,75,98.012,72.266,117.927,74.177,0.112827369,,,,
135,98,115.219,62.914,255,97.713,0.148626943,,,,
136,368,140.069,53,160.564,367.589,0.559123446,,,,
137,40,69.979,40.011,96.413,39.771,0.060493917,,,,
138,62,71.461,41.442,99.106,62.369,0.09486674,,,,
139,70,92.959,51.169,111.151,69.709,0.106031291,,,,
140,305,159.022,88.211,190.459,305.509,0.464696291,,,,
141,47,123.732,87.667,139.667,46.495,0.070721498,,,,
142,101,122.434,87.233,147.083,101.921,0.155027546,,,,
143,224,110.97,73.303,158.225,223.9,0.340564433,,,,
144,61,107.123,78.839,150.356,60.66,0.092267256,,,,
145,50,73.453,45.121,110.27,49.446,0.075210134,,,,
146,41,107.94,50.333,255,40.352,0.061377651,,,,
147,116,89.734,48.552,125.913,116.481,0.177174121,,,,
148,141,108.223,33.477,132.526,141.158,0.21470922,,,,
149,357,133.722,52.956,163.849,356.584,0.542384225,,,,
150,112,94.216,51.367,127.893,111.435,0.169498873,,,,
151,54,96.096,41.455,255,53.608,0.081540769,,,,
152,182,128.96,78.486,157.086,181.693,0.276365224,,,,
153,88,134.758,94,162.5,87.528,0.133134988,,,,
154,51,100.022,53.404,127.333,50.932,0.077470423,,,,
1,67,110.013,65.512,125.54,67.137,0.102119135,,,,
2,79,79.835,45.237,103.414,79.051,0.120240996,,,,
3,331,137.089,44.828,255,330.667,0.502963017,,,,
4,106,108.415,57.562,133.008,106.039,0.161291255,,,,
5,90,104.034,62.151,139.148,89.471,0.136090399,,,,
6,105,113.604,62.456,255,104.65,0.159178508,,,,
7,71,112.919,74.774,255,70.946,0.107912837,,,,
8,353,159.466,64.858,255,352.749,0.536550975,,,,
9,71,126.714,80.07,152.175,70.946,0.107912837,,,,
10,59,104.958,69.695,131.608,59.164,0.089991756,,,,
11,110,124.7,54.72,157.582,109.776,0.166975441,,,,
12,71,104.792,50.313,134.73,70.361,0.10702302,,,,
13,140,130.26,76.486,167.403,139.705,0.212499125,,,,
14,297,152.711,76.315,255,296.189,0.450520049,,,,
15,107,118.518,79.227,147.938,108.057,0.164360746,,,,
16,422,130.125,77.044,152.333,421.495,0.641117489,,,,
17,157,138.73,75.632,255,156.759,0.238439214,,,,
18,66,111.593,57.191,142.404,66.98,0.101880329,,,,
19,51,101.286,68.44,138.662,51.001,0.077575376,,,,
20,152,106.267,54.873,133.677,151.744,0.230811118,,,,
21,444,155.61,78.011,185.504,443.199,0.674130488,,,,
22,292,127.055,79.805,171.21,292.414,0.444778063,,,,
23,222,141.785,52.915,168.952,221.588,0.337047752,,,,
24,99,102.842,48.895,140.24,98.542,0.149887898,,,,
25,404,148.203,71.938,255,403.376,0.613557476,,,,
26,139,134.584,67.654,255,138.26,0.2103012,,,,
27,53,93.805,63,112.626,52.926,0.080503409,,,,
28,175,124.051,30.694,149.244,174.129,0.264859956,,,,
29,115,115.144,77.193,132.421,114.399,0.174007283,,,,
30,60,99.115,73.402,140.998,60.283,0.091693818,,,,
31,81,89.335,51.918,135.291,81.553,0.124046678,,,,
32,222,143.577,62.95,255,221.734,0.337269826,,,,
33,81,129.195,59.813,255,80.851,0.122978897,,,,
34,49,89.767,53.338,112.492,48.016,0.073035024,,,,
35,62,104.892,51.206,130.033,61.788,0.093983007,,,,
36,117,126.983,75.385,153.19,116.09,0.176579388,,,,
37,339,146.675,93.676,255,338.912,0.515504124,,,,
38,256,142.641,62.702,255,255.179,0.388141543,,,,
39,382,136.45,98.845,157.938,381.543,0.580348261,,,,
40,126,116.848,60.519,146.531,126.638,0.192623487,,,,
41,47,118.288,67.986,255,46.011,0.069985307,,,,
42,300,150.084,94,173.124,299.66,0.455799634,,,,
43,190,127.62,50.884,166.109,189.369,0.288040849,,,,
44,212,189.685,69.775,255,211.502,0.321706381,,,,
45,102,114.883,64.944,141.24,101.896,0.15498952,,,,
46,158,143.048,72.763,255,157.779,0.239990691,,,,
47,277,140.527,83.144,161.63,276.899,0.421178879,,,,
48,89,114.022,70.374,154.664,88.691,0.134903976,,,,
49,234,126.577,61.333,156.951,234.016,0.355951436,,,,
50,135,147.061,112.667,168.333,134.629,0.204778245,,,,
51,72,123.811,72.889,152.654,71.594,0.108898482,,,,
52,103,138.261,75.258,160.472,103.13,0.156866503,,,,
53,12,87.396,42.486,112.085,11.402,0.01734308,,,,
54,85,101.977,55.683,133.637,84.926,0.1291772,,,,
55,53,93.217,68.6,109.145,53.495,0.08136889,,,,
56,45,82.388,46.25,102.055,45.278,0.068870373,,,,
57,229,136.902,58.725,255,229.033,0.348372014,,,,
58,260,181.96,68.054,255,259.639,0.394925453,,,,
59,65,93.171,49.334,117.517,64.555,0.098191769,,,,
60,126,97.946,51.115,127.156,125.289,0.190571582,,,,
61,234,113.182,60.671,131.705,233.699,0.355469261,,,,
62,242,106.353,64.549,137.374,241.669,0.367592077,,,,
63,114,101.267,54.603,123.4,113.471,0.172595743,,,,
64,155,109.712,67.274,143.001,154.954,0.235693708,,,,
65,131,122.264,62.694,145.794,131.338,0.19977245,,,,
66,204,126.017,55.272,255,204.005,0.310303025,,,,
67,31,93.224,59.9,119.293,30.263,0.046031717,,,,
68,87,99.465,57.094,128.925,87.319,0.132817087,,,,
69,87,97.34,44.787,134.27,87.5,0.133092398,,,,
70,103,112.629,64.859,138.323,102.703,0.156217012,,,,
71,175,107.742,28.885,136.894,174.739,0.265787801,,,,
72,119,121.598,69.545,255,118.602,0.180400281,,,,
73,158,108.203,50.075,149.346,157.675,0.239832501,,,,
74,155,119.439,36.061,255,154.122,0.234428189,,,,
75,123,107.538,63.578,140.694,122.901,0.186939301,,,,
76,272,128.504,57.795,151.699,271.405,0.412822198,,,,
77,235,125.067,57.879,255,235.056,0.357533334,,,,
78,72,116.228,72.486,139.454,72.081,0.109639236,,,,
79,411,123.217,59.085,165.823,410.714,0.624718985,,,,
80,192,155.458,57.579,255,191.199,0.290824382,,,,
81,72,88.167,55.962,129.258,72.214,0.109841536,,,,
82,362,138.711,70.883,255,361.321,0.549589467,,,,
83,445,142.835,68.084,255,444.555,0.67619304,,,,
84,195,119.944,56.083,137.937,194.296,0.295535092,,,,
85,96,97.79,49.102,133.484,96.329,0.146521801,,,,
86,23,92.098,62.175,118.217,22.796,0.034673992,,,,
87,481,154.073,61.179,245.025,481.18,0.731901715,,,,
88,201,162.459,48.012,255,200.713,0.305295708,,,,
89,426,145.243,86.39,255,425.181,0.646724102,,,,
90,104,112.473,80.111,152.038,104.393,0.158787597,,,,
91,118,126.226,60.451,255,117.473,0.178683009,,,,
92,39,95.722,72.138,109.667,38.836,0.05907173,,,,
93,49,87.127,52.72,128.208,48.458,0.073707331,,,,
94,90,111.644,66.547,148.79,89.43,0.136028036,,,,
95,199,140.785,74.245,164.766,198.411,0.301794238,,,,
96,293,139.329,78.444,169.27,292.57,0.445015347,,,,
97,20,80.887,56.762,114.915,19.416,0.029532823,,,,
98,317,153.517,63.667,167.644,316.422,0.481295575,,,,
99,95,128.532,79.357,255,94.12,0.143161789,,,,
100,128,139.71,56.288,174.109,127.959,0.194632802,,,,
101,116,125.831,79.869,255,115.757,0.176072877,,,,
102,52,150.895,65.636,255,52.447,0.079774823,,,,
103,91,118.104,75.023,134.388,90.566,0.137755956,,,,
104,55,97.031,59.968,130.562,54.851,0.083431441,,,,
105,61,90.927,67.118,109.767,60.747,0.092399587,,,,
106,48,94.225,46.329,132.464,47.736,0.072609128,,,,
107,172,121.185,57.73,255,171.703,0.261169875,,,,
108,76,115.076,57.774,153.323,76.149,0.115826892,,,,
109,67,106.089,69.434,139.315,66.864,0.101703887,,,,
110,410,148.472,67.577,255,409.591,0.623010839,,,,
111,67,88.568,53.709,131.924,66.932,0.101807319,,,,
112,98,125.564,76.483,255,97.727,0.148648238,,,,
113,165,129.56,76.673,255,164.737,0.250574199,,,,
114,60,108.048,66.727,136.961,59.938,0.091169053,,,,
115,63,107.872,84.35,127.066,62.701,0.095371731,,,,
116,251,129.106,73.579,149.101,250.622,0.381210091,,,,
117,166,140.475,65.517,152.797,166.16,0.252738661,,,,
118,115,103.945,71.116,136.816,115.143,0.175138948,,,,
119,17,75.112,53.065,97.29,16.492,0.025085255,,,,
120,109,104.976,76.788,123.481,108.192,0.164566088,,,,
121,120,108.048,68.607,121.756,119.687,0.182050627,,,,
122,36,88.536,69.336,111.677,35.059,0.053326702,,,,
123,122,116.595,74.239,150.425,121.458,0.184744417,,,,
124,172,118.995,62.454,141.981,171.75,0.261241364,,,,
125,204,119.74,85.135,149.293,203.542,0.309598776,,,,
126,89,118.911,80.199,255,88.708,0.134929834,,,,
127,246,125.103,68.333,255,245.957,0.374114365,,,,
128,17,90.31,58.667,132.923,16.971,0.025813841,,,,
129,285,143.594,55.21,160.899,284.821,0.433228685,,,,
130,178,140.571,86.932,255,177.854,0.27052589,,,,
131,239,153.002,109.294,163.41,238.837,0.363284447,,,,
132,301,146.866,81.416,255,300.632,0.457278101,,,,
133,109,124.013,97.079,152.57,109.791,0.166998257,,,,
134,86,116.086,28.68,144.523,85.831,0.130553756,,,,
135,85,112.677,51.19,143.213,84.431,0.128424277,,,,
136,268,157.466,96.915,179.988,267.216,0.406450494,,,,
137,167,155.877,99.333,175.317,166.543,0.253321226,,,,
138,285,143.009,89.351,167.899,284.144,0.43219893,,,,
139,155,158.8,123.333,183.55,154.411,0.234867775,,,,
140,170,163.857,137.424,183.093,170.442,0.259251823,,,,
141,45,85.705,47.474,107.419,44.995,0.068439914,,,,
142,261,143.53,44.368,255,260.796,0.396685315,,,,
143,407,131.011,47.694,255,406.924,0.618954183,,,,
144,63,134.358,28.647,255,62.412,0.094932146,,,,
145,59,107.116,52.561,129.303,59.081,0.089865508,,,,
146,250,146.372,105.178,178.357,249.593,0.379644925,,,,
147,182,154.568,112.888,255,182.352,0.2773676,,,,
148,266,134.004,67.535,158.662,265.121,0.403263882,,,,
149,53,131.95,99.082,158.665,52.965,0.08056273,,,,
150,348,145.736,105.271,171.195,347.112,0.527976783,,,,
151,85,138.733,94.906,166.967,84.464,0.128474472,,,,
152,391,173.742,106.827,255,390.125,0.593401963,,,,
153,139,123.662,106.294,144.514,138.515,0.210689069,,,,
154,318,174.796,107.223,195.932,317.987,0.483676027,,,,
155,544,164.753,87,255,543.099,0.826083981,,,,
156,229,124.248,83.999,153.413,229.009,0.348335508,,,,
157,78,100.926,53.619,135.804,77.225,0.117463548,,,,
158,73,95.568,49.931,130.053,72.772,0.110690286,,,,
159,453,145.448,107.412,172.55,452.484,0.688253493,,,,
160,79,95.894,59.397,142.3,79.79,0.121365056,,,,
161,373,173.053,127.531,189.558,372.696,0.566891479,,,,
162,92,125.979,98.24,143.397,91.598,0.139325685,,,,
163,136,138.829,63.859,255,136.013,0.206883387,,,,
164,163,153.689,99.036,177.077,162.72,0.247506229,,,,
165,197,162.696,99.548,185.833,196.245,0.29849963,,,,
166,48,145.837,113.071,255,47.011,0.071506363,,,,
167,66,126.69,91.689,160.735,65.702,0.09993642,,,,
168,88,146.526,102.026,255,87.556,0.133177577,,,,
169,300,180.658,105.934,194.467,299.585,0.455685555,,,,
170,17,88.841,65.223,109.912,16.643,0.025314935,,,,
171,18,77.149,39.131,103.987,17,0.025857952,,,,
172,17,73.813,62.463,91.997,16.031,0.024384048,,,,
173,16,67.794,40.165,85.389,15.652,0.023807568,,,,
174,28,83.89,62.752,133,27.459,0.041766676,,,,
175,30,117.677,100.333,126.802,29.275,0.044528914,,,,
176,32,87.201,49.699,140.11,32.031,0.048720944,,,,
177,425,140.401,44.676,174.658,424.582,0.645812989,,,,
