 ,Area,Mean,Min,Max,Length,Length (mm),,,,
12,16,68.299,57.446,83.462,15.232,0.022428993,,,,
13,23,64.343,35.314,98.041,22.804,0.0335787,,,,
14,20,72.961,39.734,97.87,19.105,0.028131953,,,,
15,17,64.166,21.769,86.193,16.314,0.024022229,,,,
16,11,113.13,80.804,132.121,10.817,0.015927942,,,,
17,16,76.443,62.163,93.994,15.556,0.02290608,,,,
18,16,105.973,66.667,135.667,15,0.022087375,,,,
19,30,87.39,63.468,127.825,29.162,0.042940801,,,,
20,23,86.351,57.806,126.733,22.757,0.033509492,,,,
21,20,82.099,60.588,122.333,19.209,0.028285092,,,,
22,21,98.963,89.239,119,20.248,0.029815011,,,,
23,21,106.246,85.858,124.294,20.125,0.029633894,,,,
24,12,107.906,91.856,116.947,11.18,0.016462457,,,,
25,14,91.933,63.685,108.808,13.038,0.019198346,,,,
26,18,74.981,56.875,92.667,17.029,0.02507506,,,,
27,16,60.615,36.91,105,15.524,0.02285896,,,,
28,15,85.145,54.17,117,14.142,0.020823977,,,,
29,9,75.84,65.937,81,8.602,0.012666373,,,,
30,15,92.951,67.994,121.333,14.792,0.021781096,,,,
31,12,93.875,64.131,120.079,11.18,0.016462457,,,,
32,15,86.683,57,102.357,14.213,0.020928524,,,,
33,23,89.082,52.895,117.043,22.023,0.032428684,,,,
34,19,95.139,68.469,117.372,18.248,0.026870028,,,,
35,13,80.273,63.653,110.333,12.207,0.017974706,,,,
36,14,85.946,52.413,111.726,13.416,0.019754948,,,,
37,12,99.022,69.89,125,11.402,0.01678935,,,,
38,11,92.47,69.172,135.667,10.77,0.015858735,,,,
39,18,93.953,68.22,121.613,17.464,0.025715594,,,,
40,16,100.106,46.197,170,15.811,0.023281565,,,,
41,20,74.149,45.547,91.031,19.105,0.028131953,,,,
42,14,85.631,41.033,170,13.601,0.020027359,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
