 ,Area,Mean,Min,Max,Length,Length (mm),,,,
60,111,97.198,41.396,140.151,110.208,0.162248823,,,,
61,37,83.714,60,110.691,36.462,0.053679557,,,,
62,89,102.759,42.82,154.504,88.745,0.130650877,,,,
63,44,86.804,69.968,112.357,43.715,0.064357463,,,,
64,25,76.106,61.813,88.721,24.535,0.036120562,,,,
65,25,82.176,50.484,111.32,24.352,0.035851148,,,,
66,10,67.147,34.55,106,9.849,0.014499752,,,,
67,18,78.753,52.359,117.333,17.088,0.025157048,,,,
68,76,104.271,69.326,139.902,75.493,0.11114121,,,,
69,20,117.783,70.936,146.268,19.108,0.028130903,,,,
70,24,94.588,67.64,126.566,23.279,0.034271472,,,,
71,63,71.414,50.257,94.403,62.848,0.092525171,,,,
72,24,117.192,73.939,143.475,23.088,0.03399028,,,,
73,31,76.306,41.257,96.299,30.691,0.045183459,,,,
74,19,105.914,87.782,130.33,18.445,0.02715483,,,,
75,328,125.015,41.333,168.389,327.766,0.482538907,,,,
76,77,101.944,50.829,124.822,76.096,0.112028949,,,,
77,397,143.202,67.893,255,396.805,0.584178502,,,,
78,52,94.801,41.067,114.148,51.22,0.075406366,,,,
79,100,98.74,41.243,134.292,99.893,0.147063024,,,,
80,97,98.16,23.734,135.885,96.749,0.14243441,,,,
81,115,86.44,32.015,121.653,114.871,0.169113718,,,,
82,77,103.622,49.579,130.778,76.96,0.113300935,,,,
83,62,98.635,46.78,121.122,61.778,0.090949911,,,,
84,235,125.238,77.617,154.557,234.714,0.345547241,,,,
85,227,109.7,58.67,151.396,226.92,0.334072871,,,,
86,69,100.23,52.703,126.267,68.239,0.100461831,,,,
87,75,110.473,51.333,148.564,74.407,0.109542394,,,,
88,211,123.781,86.207,155.084,210.309,0.309618066,,,,
89,42,99.803,55.57,132,41.4,0.060949308,,,,
90,23,96.392,75.585,113.909,22.023,0.032422382,,,,
91,53,98.199,35.453,138.259,52.471,0.077248095,,,,
92,84,96.66,46.784,158.726,83.821,0.123401737,,,,
93,47,75.955,42.163,95.06,46.538,0.068513499,,,,
94,50,105.307,56.878,131.908,49.401,0.072728424,,,,
95,117,108.037,73.014,136.233,116.856,0.172036045,,,,
96,42,98.121,63.791,125.975,41,0.060360425,,,,
97,50,107.361,61.087,141.995,49.945,0.073529304,,,,
98,73,88.458,39.619,144.01,72.352,0.106517012,,,,
99,57,96.873,45.04,139.438,56.657,0.083410747,,,,
100,61,91.295,65.736,125.834,60.51,0.089083155,,,,
101,52,106.372,86.275,133.33,51.506,0.075827416,,,,
102,58,99.244,70.204,127.366,57.445,0.084570845,,,,
103,55,101.695,59.432,128.322,54.696,0.080523752,,,,
104,90,107.026,54.438,144.47,89.274,0.131429673,,,,
105,55,100.557,67.364,130.601,54.818,0.080703361,,,,
106,42,121.502,78.497,145.668,41.11,0.060522368,,,,
107,16,97.531,56.947,130.15,15.811,0.023277041,,,,
108,79,122.333,62.719,156.499,78.89,0.116142292,,,,
109,20,70.796,57.861,90.826,19.105,0.028126486,,,,
110,46,93.927,45.482,147.213,45.277,0.066657048,,,,
111,89,90.542,65.205,109.487,89.04,0.131085177,,,,
112,42,98.611,56.667,150.497,41.62,0.061273193,,,,
113,105,111.143,26.907,154.287,104.864,0.154381357,,,,
114,18,74.519,52,92.333,17,0.025027493,,,,
115,109,95.228,46.688,144.345,108.758,0.160114125,,,,
116,94,114.52,67.958,152.217,93.52,0.137680658,,,,
117,34,97.315,72,133.394,33.906,0.0499166,,,,
118,15,80.073,61.069,111.333,14.318,0.021079038,,,,
119,49,106.229,77.742,129,48.801,0.0718451,,,,
120,50,69.744,54.224,82.576,49.989,0.073594081,,,,
121,61,82.79,43.911,122.732,60.747,0.089432067,,,,
122,25,72.645,63.695,86.206,24.877,0.036624056,,,,
123,60,75.355,41.683,113.149,59.9,0.088185109,,,,
124,84,87.257,37.387,128.526,83.776,0.123335488,,,,
125,44,90.182,61.989,115.521,43.425,0.063930524,,,,
126,25,57.376,49.961,68,24.698,0.036360531,,,,
127,38,85.177,19.439,147.86,37.504,0.055213595,,,,
128,62,82.881,16.667,139.675,61.915,0.091151603,,,,
129,32,81.704,21.946,120.86,31.408,0.04623903,,,,
130,27,88.058,80.041,102.49,26.265,0.038667477,,,,
131,25,76.027,67.072,87.617,24.363,0.035867343,,,,
132,58,71.07,47.617,115.028,58.098,0.085532195,,,,
133,56,79.099,33.227,106.923,55.267,0.081364381,,,,
134,40,64.535,42.929,99.667,40.177,0.0591488,,,,
135,23,109.113,81.667,140.355,22.871,0.033670812,,,,
136,20,109.927,96.75,141.647,19.396,0.028554898,,,,
137,33,58.98,32.797,83.722,33.007,0.048593087,,,,
138,38,107.526,66.675,152.987,37.569,0.055309288,,,,
139,29,69.73,60.55,81.843,28.07,0.041324808,,,,
140,29,96.539,79.735,105.667,28.366,0.041760581,,,,
141,22,46.16,38.389,57.939,21.378,0.031472809,,,,
142,29,118.152,71.61,255,28.99,0.042679237,,,,
143,20,97.488,82.225,117.027,19.663,0.028947977,,,,
