 ,Area,Mean,Min,Max,Length,Length (mm),,,,
37,14,82.302,38.773,127.552,13.038,0.019114051,,,,
38,14,97.462,87.689,109.787,13.892,0.020366037,,,,
39,12,82.716,71.9,91.273,11.18,0.016390174,,,,
40,20,94.729,83.729,107.281,19.209,0.028160899,,,,
41,18,97.422,90.007,104.667,17.804,0.026101132,,,,
42,24,76.958,53.069,107.898,23.17,0.03396783,,,,
43,14,101.423,88.667,117.968,13,0.019058342,,,,
44,23,84.01,67.484,94.682,22.472,0.032944543,,,,
45,13,82.116,64.335,111.151,12.369,0.018133279,,,,
46,11,88.51,76.357,107.333,10.63,0.01558386,,,,
47,34,99.722,78.316,118.333,33.71,0.049419747,,,,
48,15,95.674,86.431,107.097,14.927,0.021883375,,,,
49,16,92.533,62.31,109.333,15.811,0.023179342,,,,
50,13,103.49,83.368,123.743,12.083,0.017713996,,,,
51,14,86.771,72.163,108.333,13.601,0.019939424,,,,
52,21,81.462,60.752,110.178,20.064,0.029414352,,,,
53,21,82.34,61.238,107.513,20.881,0.030612095,,,,
54,15,76.068,69.895,81.13,14.213,0.020836632,,,,
55,14,93.225,68.293,115.466,13.454,0.019723918,,,,
56,18,104.609,96.949,110.948,17.029,0.024964962,,,,
57,12,83.06,71.563,93.333,11.662,0.017096799,,,,
58,16,68.378,57.399,103.34,15.264,0.022377426,,,,
59,11,117.484,109.328,124.253,10.63,0.01558386,,,,
60,12,91.072,80.708,106.333,11.662,0.017096799,,,,
61,22,98.53,73.397,109.333,21.633,0.031714547,,,,
62,22,110.862,89.976,119.577,21.471,0.031477051,,,,
63,19,69.714,31.93,124.085,18.868,0.027660984,,,,
64,20,112.674,99.333,120.552,19.287,0.028275249,,,,
65,34,137.939,83.558,255,33.27,0.048774695,,,,
66,23,119.319,105.333,129.333,22,0.032252579,,,,
67,83,84.762,36.959,109.275,82.403,0.120804966,,,,
68,22,83.463,57.995,131,22.356,0.032774484,,,,
69,15,88.495,58.312,125.333,14.318,0.020990565,,,,
70,13,100.451,71.293,125.333,12.166,0.017835676,,,,
71,22,97.845,72.324,128.26,21.11,0.030947815,,,,
72,15,107.345,86.585,114.799,14.765,0.021645878,,,,
73,20,86.139,57.655,127.776,19.799,0.029025855,,,,
74,9,106.705,97.927,121.74,8.544,0.012525729,,,,
75,27,73.831,55.835,110.03,26.077,0.038229568,,,,
76,16,90.338,44.786,127.554,15.524,0.022758592,,,,
77,16,91.629,53.235,144.046,15.232,0.022330513,,,,
78,11,88.125,58.983,115.911,10.44,0.015305315,,,,
79,11,98.38,68.772,126.573,10.77,0.015789103,,,,
80,18,90.38,44.841,116.257,17.464,0.025602683,,,,
81,9,85.263,39.791,116.13,8.944,0.013112139,,,,
82,27,101.544,89.308,126,26.946,0.039503545,,,,
83,26,123.771,98.333,139.234,25.755,0.037757508,,,,
84,16,116.853,98.951,134.895,15.652,0.022946244,,,,
85,26,89.714,77.387,103.406,25.236,0.03699664,,,,
86,27,85.174,62.003,133.353,26.077,0.038229568,,,,
87,22,88.607,75.658,103.333,21.476,0.031484381,,,,
88,17,94.399,55.727,127,16.031,0.023501868,,,,
89,14,100.641,84.849,120.692,13.892,0.020366037,,,,
90,19,72.032,33.266,124.904,18.439,0.027032059,,,,
91,25,111.952,101.133,131.929,24.352,0.035700673,,,,
92,23,94.515,70.785,124.484,22.472,0.032944543,,,,
93,16,87.499,66.274,117.896,15.652,0.022946244,,,,
94,17,87.978,51.758,109.289,16.279,0.023865442,,,,
95,22,116.657,87.115,152.667,21.132,0.030980068,,,,
96,14,73.091,60.25,88.546,13.454,0.019723918,,,,
97,12,84.743,76.592,102,11.402,0.016715632,,,,
98,42,99.978,73.604,122.082,41.93,0.061470483,,,,
99,17,92.545,76.385,101.655,16.553,0.024267133,,,,
100,10,82.302,77.297,88.641,9.434,0.013830492,,,,
101,29,90.237,72.053,116.316,28.432,0.04168206,,,,
102,12,61.988,27.398,105.667,11.662,0.017096799,,,,
103,12,83.152,37.239,116.425,11.18,0.016390174,,,,
104,14,89.234,46.711,116.17,13.038,0.019114051,,,,
105,20,77.086,33.392,113.049,19.574,0.028695999,,,,
106,9,87.135,66.752,113.993,8.246,0.012088853,,,,
107,22,97.229,77.633,128.829,21.447,0.031441866,,,,
108,27,79.396,67.234,102.333,26.323,0.03859021,,,,
109,14,101.377,64.334,126.667,13.038,0.019114051,,,,
110,18,82.643,46.34,114.744,17.263,0.025308012,,,,
111,13,100.212,71.706,116.323,12.207,0.017895783,,,,
112,21,95.998,78.939,115.701,20.606,0.030208938,,,,
113,21,91.796,78.332,115.766,20.945,0.030705921,,,,
114,21,109.196,98.046,126.764,20.098,0.029464197,,,,
115,17,87.043,78.104,94.035,16.031,0.023501868,,,,
116,26,114.415,91.334,146.546,25.771,0.037780964,,,,
117,20,112.393,80.137,147.301,19.514,0.028608037,,,,
118,22,102.541,82.024,131.015,21.101,0.030934621,,,,
119,15,94.974,86.806,113.299,14.318,0.020990565,,,,
120,22,89.211,68.376,111.584,21.23,0.031123738,,,,
121,12,95.084,73.025,115.98,11.402,0.016715632,,,,
122,20,71.64,57.641,98.928,19.523,0.028621232,,,,
123,11,113.361,103.333,123.48,10.296,0.015094207,,,,
124,15,75.479,56.286,96.893,14.213,0.020836632,,,,
125,10,85.36,70.096,106.667,9.849,0.014438893,,,,
126,18,99.899,74.245,131.667,17.889,0.026225745,,,,
127,12,96.666,72.621,118.972,11.402,0.016715632,,,,
128,14,108.465,87.2,123.665,13.601,0.019939424,,,,
129,14,102.981,93.445,115.194,13.062,0.019149236,,,,
130,11,68.522,54.866,83,10.296,0.015094207,,,,
