 ,Area,Mean,Min,Max,Length,Length (mm),,,,,
37,29,99.291,42.299,255,28.46,0.042498417,,,,,
38,29,85.045,35.197,255,28.46,0.042498417,,,,,
39,91,144.323,70.302,167.807,90.532,0.13518857,,,,,
40,63,114.171,90.237,127.607,62.468,0.093281487,,,,,
41,71,99.747,55.978,124.833,70.209,0.104840877,,,,,
42,105,107.016,70.203,129.549,104.446,0.155965906,,,,,
43,52,92.401,70,109.24,51.128,0.076347824,,,,,
44,86,96.29,50.177,125.725,85.9,0.128271751,,,,,
45,78,98.94,55.333,132.97,77.939,0.116383842,,,,,
46,25,110.675,80.685,132.667,24.739,0.036941966,,,,,
47,49,101.148,66.645,134.578,48.901,0.073022315,,,,,
48,148,155.638,88.08,178.077,147.561,0.22034817,,,,,
49,630,137.607,53.742,167.257,629.497,0.940007944,,,,,
50,31,94.658,51.316,115.783,30.087,0.044927965,,,,,
51,30,87.614,58.015,255,29.187,0.043584023,,,,,
52,57,99.434,62.53,121.872,56.727,0.084708633,,,,,
53,288,111.375,40.196,255,287.412,0.429183242,,,,,
54,58,127.547,59.561,166.621,59.037,0.088158083,,,,,
55,112,145.893,104.667,169.163,111.931,0.167143019,,,,,
56,70,110.495,69.417,151.163,69.75,0.104155467,,,,,
57,167,142.576,72.021,169.728,166.266,0.248279755,,,,,
58,314,171.406,70.156,186.181,313.999,0.468884767,,,,,
59,110,117.467,61.549,143.736,109.816,0.163984757,,,,,
60,74,118.431,76.214,255,73.537,0.109810474,,,,,
61,152,138.772,75.667,157.744,151.705,0.226536274,,,,,
62,22,102.835,57.037,235.602,21.641,0.03231582,,,,,
63,77,107.52,72.239,135.765,76.205,0.113794514,,,,,
64,11,60.865,54.933,69.333,10.63,0.015873443,,,,,
65,19,96.079,77.257,107.667,18.601,0.027776285,,,,,
66,19,126.061,101.896,149.676,18.028,0.026920642,,,,,
67,498,134.545,74.651,255,498.655,0.744625727,,,,,
68,60,84.221,49.919,105.183,59.848,0.089369124,,,,,
69,56,111.788,69.748,133.936,55.236,0.08248217,,,,,
70,94,115.761,62.583,143.257,94.174,0.140627053,,,,,
71,14,68.187,52.495,88.628,13.454,0.020090432,,,,,
72,72,122.632,86.667,142.354,71.498,0.1067657,,,,,
73,50,112.816,62.097,133.83,49.712,0.074233356,,,,,
74,35,68.072,47.997,80.909,34.768,0.051917954,,,,,
75,40,51.166,29.16,83.237,39.324,0.058721284,,,,,
76,19,77.3,45.667,123.145,18.248,0.027249161,,,,,
77,67,97.596,63.333,111.756,66.889,0.099883226,,,,,
78,108,121.123,39.534,255,107.351,0.16030385,,,,,
79,155,111.45,54.636,147.095,154.817,0.231183326,,,,,
80,68,113.791,48.705,138.777,67.941,0.101454145,,,,,
81,65,95.86,33.652,125.266,64.64,0.096524866,,,,,
82,70,106.569,64.39,130.369,69.926,0.104418282,,,,,
83,303,142.97,86.949,166.872,304.057,0.454038694,,,,,
84,101,136.029,68.333,156.128,100.135,0.149528426,,,,,
85,39,93.726,82.843,111.301,38.559,0.057578934,,,,,
86,58,106.069,71.541,128.008,57.764,0.086257153,,,,,
87,498,134.564,77,152.051,497.071,0.74226039,,,,,
88,71,105.136,77.815,134.339,70.538,0.105332163,,,,,
89,89,125.356,58.933,153.624,88.05,0.131482278,,,,,
90,63,92.954,57.919,130.872,62.335,0.093082882,,,,,
91,115,109.172,78.694,154.763,114.141,0.170443142,,,,,
92,51,96.636,70.033,123.485,51.235,0.076507604,,,,,
93,38,143.878,76.271,255,37.363,0.055792985,,,,,
94,49,115.199,51.667,149.52,48.408,0.072286134,,,,,
95,93,149.106,110.165,167.171,92.334,0.137879439,,,,,
96,334,154.923,55.848,255,333.068,0.497359902,,,,,
97,527,133.409,80.671,152.841,526.205,0.78576527,,,,,
98,40,91.446,58.65,105.184,39.647,0.05920361,,,,,
99,80,125.856,64.667,255,79.233,0.118316131,,,,,
100,73,110.536,69.79,126.087,72.085,0.107642249,,,,,
101,11,47.364,36.351,77.762,10.63,0.015873443,,,,,
102,17,117.739,105.544,141.709,17.43,0.026027667,,,,,
103,16,90.718,79.081,108.413,15.544,0.023211363,,,,,
104,94,96.805,61.854,139.124,93.382,0.139444385,,,,,
105,15,65.883,48.168,95.667,14.422,0.021535916,,,,,
