 ,Area,Mean,Min,Max,Length,Length (mm),,,,
46,23,82.423,57.329,101.948,22.713,0.033589224,,,,
47,17,83.608,53.333,103,16,0.023661674,,,,
48,9,83.59,68.2,97.667,8.062,0.011922526,,,,
49,39,86.686,75.02,99.224,38.968,0.057628006,,,,
50,41,80.152,65.197,97,40.748,0.060260367,,,,
51,11,82.146,76.1,96,10.77,0.015927264,,,,
52,18,94.55,48.45,118.402,17.088,0.025270667,,,,
53,13,69.354,48.382,106.049,12.042,0.017808367,,,,
54,25,87.77,73.121,104.873,24.413,0.036103277,,,,
55,26,65.774,46.333,87.034,25.623,0.037892691,,,,
56,13,101.778,80.607,116.442,12.042,0.017808367,,,,
57,12,80.703,47.36,110.06,11.045,0.016333949,,,,
58,16,85.248,72.169,107.988,15.232,0.022525913,,,,
59,14,97.77,79.755,124.416,13.928,0.020597487,,,,
60,15,110.132,101.265,135.667,14.866,0.021984652,,,,
61,26,77.664,56.785,107.667,25.554,0.03779065,,,,
62,10,83.648,62.332,106.333,9.434,0.013951514,,,,
63,24,110.806,70,139.883,23.601,0.034902447,,,,
64,15,69.284,52.06,91.397,14.318,0.02117424,,,,
65,30,121.727,73.957,152.333,29.083,0.043009528,,,,
66,16,85.32,54.956,106.685,15.133,0.022379507,,,,
67,11,85.369,73.093,114.459,10.817,0.01599677,,,,
68,27,95.263,80.939,113.667,26.279,0.03886282,,,,
69,21,112.527,98.333,151,20.77,0.03071581,,,,
70,46,135.839,83.973,160.234,45.307,0.067002465,,,,
71,14,82.364,43.701,119.667,13.038,0.019281306,,,,
72,31,104.83,47.666,199.629,30.917,0.045721748,,,,
73,13,77.676,63.864,89.016,12.042,0.017808367,,,,
74,17,114.615,70.948,175.852,16.125,0.02384653,,,,
75,12,93.323,67.737,125.25,11.18,0.016533594,,,,
76,13,95.51,74.225,116.333,12.207,0.018052378,,,,
77,12,84.663,75.725,96.283,11.18,0.016533594,,,,
78,13,84.262,59.649,112.19,12.166,0.017991745,,,,
79,74,142.083,87.237,173.917,73.406,0.108556801,,,,
80,48,147.527,79.428,182.059,47.858,0.070775023,,,,
81,17,95.851,72.026,125,16.125,0.02384653,,,,
82,14,92.282,75.946,118.667,13.153,0.019451375,,,,
83,16,80.829,70.061,95.333,15.524,0.022957739,,,,
84,38,85.969,46.387,103.319,37.959,0.056135842,,,,
85,45,115.699,69.103,138.585,44.076,0.065181995,,,,
86,80,136.905,68.754,163.329,79.299,0.117271691,,,,
87,16,85.208,69.258,96.65,15.652,0.023147032,,,,
88,29,90.644,56.241,111.598,28.38,0.041969893,,,,
89,12,76.545,42.804,107.333,11.045,0.016333949,,,,
90,43,135.311,72.333,159.088,42.88,0.063413285,,,,
91,29,88.323,58.439,107.976,28.653,0.042373621,,,,
92,18,111.36,91.222,128.673,17.719,0.026203825,,,,
93,51,104.894,79.501,138.993,50.774,0.075087363,,,,
94,16,83.223,60.656,108.22,15.811,0.02338217,,,,
95,24,136.688,77.333,157.799,23.868,0.035297302,,,,
96,33,117.543,80.691,144.087,32.425,0.04795186,,,,
97,31,87.192,68.832,114.449,30.129,0.04455641,,,,
98,24,72.837,56.782,88.058,24.023,0.035526524,,,,
99,16,79.193,70.563,89.667,15.317,0.022651616,,,,
100,10,92.126,82.672,116.547,9.22,0.013635039,,,,
101,11,97.064,77.52,137.333,10.63,0.015720224,,,,
102,23,132.478,96.298,146.097,22.638,0.03347831,,,,
103,11,74.701,41.43,110.364,10.05,0.014862489,,,,
104,14,114.717,94.48,130.256,13.062,0.019316799,,,,
105,34,86.448,40.333,124.676,33.751,0.049912822,,,,
106,19,63.616,30.953,83.127,18.439,0.0272686,,,,
107,25,42.825,23.658,58.858,25.182,0.037240516,,,,
108,12,85.068,58.072,111.257,11.705,0.017309993,,,,
109,30,97.792,65.722,122.175,29.784,0.044046205,,,,
110,40,147.877,82.589,165.484,39.856,0.058941229,,,,
111,14,72.274,47.606,100.195,13.454,0.01989651,,,,
112,14,94.952,66,120.667,13,0.01922511,,,,
113,17,91.315,67.274,121,16.125,0.02384653,,,,
114,9,96.031,68.724,122,8.944,0.013226876,,,,
115,26,70.183,56.782,87.124,25.962,0.038394023,,,,
116,49,124.552,59.96,146.307,49.067,0.072562959,,,,
117,14,81.725,60.256,105.064,13.454,0.01989651,,,,
118,31,87.423,73.055,131,30.632,0.045300274,,,,
119,33,121.943,72.317,255,32.869,0.048608472,,,,
120,10,90.433,73.333,115.333,9,0.013309691,,,,
121,10,74,47.303,101.333,9.434,0.013951514,,,,
122,11,60.083,50.636,74.462,10.77,0.015927264,,,,
123,14,73.601,58.416,87.536,13,0.01922511,,,,
124,10,70.521,48.639,89.671,9.055,0.013391028,,,,
125,17,91.248,62.182,114.175,16.125,0.02384653,,,,
126,22,97.681,87.752,110.414,21.213,0.031370943,,,,
127,33,118.844,84.389,158.049,32.41,0.047929678,,,,
128,13,84.886,59.333,109.995,12.369,0.018291953,,,,
129,10,116.539,109.994,122.954,9.487,0.014029894,,,,
130,16,99.072,80.092,112.713,15.133,0.022379507,,,,
131,13,111.767,80.161,153.667,12.806,0.018938212,,,,
132,15,76.117,60.471,101.05,16.617,0.024574127,,,,
133,22,98.794,66.02,121.953,21.112,0.031221578,,,,
134,13,91.96,60.296,110.378,12.042,0.017808367,,,,
135,14,99.498,74.176,126.704,13.038,0.019281306,,,,
136,16,109.944,95.389,121.368,15.232,0.022525913,,,,
137,25,110.285,77.319,164.662,24.743,0.036591299,,,,
138,35,77.891,67.988,88,34.902,0.051614983,,,,
139,35,136.326,86.484,164.741,34.427,0.050912527,,,,
140,13,95.935,77.175,139.667,12.207,0.018052378,,,,
141,17,96.112,81.841,124,16.279,0.024074274,,,,
142,11,127.851,114.458,149.103,10.05,0.014862489,,,,
143,17,142.629,98.457,193.316,16.53,0.024445466,,,,
144,31,105.244,85.908,120.556,30.204,0.044667324,,,,
145,18,102.952,91.931,121,17.692,0.026163896,,,,
146,22,73.124,57.6,111.333,21.474,0.031756924,,,,
147,12,126.34,93.563,168.791,11.402,0.0168619,,,,
148,29,149.457,67,172.535,28.653,0.042373621,,,,
149,43,127.75,89.841,168.951,43.442,0.064244401,,,,
150,40,80.24,65.338,116.273,40.307,0.059608192,,,,
151,11,100.031,73.227,126.132,10.63,0.015720224,,,,
152,24,86.157,74.537,108.333,23.529,0.03479597,,,,
153,38,120.124,87.846,147.603,37.934,0.05609887,,,,
